song,artist,cluster
Let Her Go,Passenger,3
Can You Feel the Love Tonight,Elton John,3
Jos sä tahdot niin,"Jippu, Samuli Edelmann",3
Always,Bon Jovi,1
When I Was Your Man,Bruno Mars,3
Tuhat Yötä - with Sani,"Sani, Samuli Edelmann",3
Kun Katsoit Minuun,Anna Eriksson,3
Rakkauslaulu,Aste,0
Ilman sua,Ezkimo,1
Te Amo,Rihanna,0
Grenade,Bruno Mars,0
Unfaithful,Rihanna,3
Drunk On Love,Rihanna,0
Vink vink,Linda Vink,1
Luxusta,Petri Nygård,0
Sinä Vain,Tauski,3
Breathe,"Seeb, Neev",0
God Is A Girl,Nightcore,1
All The Things She Said,t.A.T.u.,0
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1
One Dance,"Drake, WizKid, Kyla",1
Now That I've Found You (feat. John & Michel),"Martin Garrix, John & Michel",0
Raging (feat. Kodaline),"Kygo, Kodaline",0
The Ocean (feat. Shy Martin),"Mike Perry, SHY Martin",1
Pop Style,"Drake, The Throne",4
Find My Own Way Home - Original Mix Edit,"Bobby Rock, Grace Grundy",0
Hey,"FÄIS, Afrojack",0
Freefall,"Armin van Buuren, BullySongs",1
What You're Waiting For,"Tiësto, Ummet Ozcan",1
Gold,Kiiara,3
Breakeven,The Script,1
Kaleidoscope,The Script,1
Broken Arrow,The Script,1
No Words,The Script,1
Millionaires,The Script,1
Glowing,The Script,1
Hurricanes,The Script,0
Hotel Room Service,Pitbull,4
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",1
My Happy Ending,Avril Lavigne,1
Fake Love,Drake,4
Black Barbies,"Nicki Minaj, Mike WiLL Made-It",1
I Wanna Know,"Alesso, Nico & Vinz",1
"Let It Go - From ""Frozen"" / Single Version",Demi Lovato,1
Panda,Desiigner,4
Sweet Lovin' - Original Mix,"Sigala, Bryn Christopher",1
The Monster,"Eminem, Rihanna",1
You Make Me Feel,La La La La,1
Intoxicated - Radio Edit,"Martin Solveig, Good Times Ahead",1
Taste The Feeling (Avicii Vs. Conrad Sewell),"Avicii, Conrad Sewell",1
Girls Like (feat. Zara Larsson),"Tinie Tempah, Zara Larsson",1
Dangerous Woman,Ariana Grande,1
NO,Meghan Trainor,0
HeadBand (feat. 2 Chainz),"B.o.B, 2 Chainz",4
Wolf,"Tungevaag, Raaban",0
Hide Away,Daya,0
DJ Turn It Up (feat. Juize),"Heretic Klick, Juize",1
Mirror,"Lil Wayne, Bruno Mars",3
Around the World (La La La La La) - Radio Version,"A Touch Of Class, Pete Konemann",0
Get Ugly,Jason Derulo,0
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","DJ Khaled, T-Pain, Ludacris, Snoop Dogg, Rick Ross",1
My House,Flo Rida,0
Low (feat. T-Pain),"Flo Rida, T-Pain",0
Queen's Speech 5,Lady Leshurr,4
PILLOWTALK,ZAYN,1
When We Were Young,Adele,3
Just Can’t Get Enough,Black Eyed Peas,4
Never Say Never,"Justin Bieber, Jaden",1
What Do You Mean?,Justin Bieber,3
I'll Show You,Justin Bieber,0
Love Yourself,Justin Bieber,3
Life Is Worth Living,Justin Bieber,3
Where Are Ü Now,"Skrillex, Diplo, Justin Bieber",1
Children,Justin Bieber,4
Boyfriend,Justin Bieber,0
All Around The World,"Justin Bieber, Ludacris",0
Only Thing I Ever Get For Christmas,Justin Bieber,3
Mistletoe,Justin Bieber,3
Somebody To Love,Justin Bieber,1
Stuck In The Moment,Justin Bieber,0
U Smile,Justin Bieber,3
Never Let You Go,Justin Bieber,1
Overboard,"Justin Bieber, Jessica Jarrell",1
Eenie Meenie,"Justin Bieber, Sean Kingston",1
Up,Justin Bieber,1
That Should Be Me,Justin Bieber,1
One Time,Justin Bieber,0
Down To Earth,Justin Bieber,1
Favorite Girl,Justin Bieber,1
First Dance,"Justin Bieber, Usher",1
People Help the People,Birdy,3
Voitolla yöhön,JVG,1
Coming Home,"Diddy - Dirty Money, Skylar Grey",1
Royals,Lorde,3
Counting Stars,OneRepublic,0
Mun maailma,Mikael Gabriel,0
Ykspuolista rakkautta,"Mikael Gabriel, Heikki Kuula",1
Koirakaveri,Heikki Kuula,1
Hey Brother,Avicii,0
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",1
You Make Me,Avicii,1
Timber (feat. Ke$ha),"Pitbull, Kesha",1
Timantit on ikuisia,Cheek,4
A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip, GoonRock",0
Trumpsta - Djuro Remix,"Contiez, Treyy G",4
Am I Wrong,Nico & Vinz,3
Tsunami,"DVBBS, Borgeous",2
Work,Iggy Azalea,1
What Now,Rihanna,0
Can't Remember to Forget You,"Shakira, Rihanna",0
Nothing Really Matters,Mr. Probz,3
One Last Time,Ariana Grande,1
Paper Light (Higher),Loreen,1
I Really Like You,Carly Rae Jepsen,1
Raindrops (feat. Kerli) - Radio Edit,"SNBRN, Kerli",0
Runaway (U & I),Galantis,1
Peanut Butter Jelly,Galantis,0
No Money,Galantis,0
Cool,"Alesso, Roy English",0
Ganjaman,Alfons,4
Elämältä turpiin sain,Tiisu,1
All About That Bass,Meghan Trainor,1
Ugly Heart,G.R.L.,1
Classic,MKTO,1
Fireball (feat. John Ryan),"Pitbull, John Ryan",1
Wowwowwow,Kasmir,1
Iholla,Kasmir,1
Fuck You,CeeLo Green,1
This Summer,Maroon 5,0
Shots & Squats,"Vigiland, Tham Sway",1
Young and Restless,Benjamin,1
Keinutaan (feat. VilleGalle),"Antti Tuisku, VilleGalle",0
Waiting For Love,Avicii,0
Sweet Escape,"Alesso, Sirena",1
Vauvoja,"Kasmir, SAARA",4
Hesan naiset,"Särre, Karri Koira",0
Beautiful Now,"Zedd, Jon Bellion",0
Tarkenee,JVG,0
Bitch I'm Madonna,"Madonna, Nicki Minaj",0
Good For You,"Selena Gomez, A$AP Rocky",0
SummerThing!,"Afrojack, Mike Taylor",1
In My Head,Galantis,1
Happily,One Direction,1
Stitches,Shawn Mendes,1
Mimmit fiilaa,Mikael Gabriel,1
We Wanna,"Alexandra Stan, INNA, Daddy Yankee",0
Love Myself,Hailee Steinfeld,0
Do I Wanna Know?,Arctic Monkeys,3
Ay Ay Ay,"Teflon Brothers, Tango-Teemu",0
Bailandoo (feat. Herba & Lakko),"Nost3 & Protro, Herba, Lakko",0
Sparks Fly,Hey Violet,1
For A Better Day,Avicii,0
Juusto Katolle,"Teflon Brothers, Setä Tamu",0
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",0
Rivers,Thomas Jack,0
Lähtisitkö (feat. SANNI) (Vain elämää kausi 4),"VilleGalle, SANNI",1
Lost,Donkeyboy,0
Tequila,Vesala,0
Take Me Back (feat. Arron),"Salti, Arron",0
Feelin' Myself,"will.i.am, Miley Cyrus, French Montana, Wiz Khalifa, Mustard",4
Dance with Me Tonight,Olly Murs,0
Dessert,Dawin,1
No One Else,Isac Elliot,0
Dirty Mind (feat. Sam Martin),"Flo Rida, Sam Martin",0
Freedom,Pharrell Williams,3
Secrets - Radio Edit,"Tiësto, KSHMR, VASSY",0
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",0
The Illest,"Far East Movement, Riff Raff",1
Never Forget You,"Zara Larsson, MNEK",0
Takajeejee (feat. Evelina),"JVG, Evelina",1
How to Be a Heartbreaker,MARINA,0
Easy Love - Radio Edit,Sigala,1
Lush Life,Zara Larsson,0
New Thang,Redfoo,1
On My Mind,Ellie Goulding,1
Be Right There,"Diplo, Sleepy Tom",1
Stand By You,Rachel Platten,4
Locked Away (feat. Adam Levine),"R. City, Adam Levine",1
Alive,Sia,0
Hurricane - Arty Remix,"Halsey, ARTY",1
En Tiiä Sun Nimee,"Nikke Ankara, Ollie",1
Shake The Ground,HEDEGAARD,0
Sax,Fleur East,1
Na Na Na,Venior,1
Play My Drum,Sandra Lyng,0
Faded,Alan Walker,1
Ei tippa tapa,TIPPA,4
Että mitähän vittua,SANNI,1
Night After Night,Sandra Lyng,0
Juha88,"Vilma Alina, Teflon Brothers",1
Dust - feat. Astrid S,"CLMD, Astrid S",1
Paradise (feat. KStewart),"Matoma, Sean Paul, KStewart",0
Lähiöunelmii,"Teflon Brothers, Mariska",1
Famous,Kanye West,1
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,1
"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",3
Worth Something,Isac Elliot,1
Energy In Magic - Radio Edit,"Tom & Hills, Jared Lee",0
Hands To Myself - KANDY Remix,"Selena Gomez, KANDY",0
Sleep When We're Dead - Club Radio Edit,ItaloBrothers,0
I Won't Let You Down (feat. Bekuh Boom),"Christopher, Bekuh Boom",0
Hurts So Good,Astrid S,0
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,0
Should’ve Been Us - Lost Kings Remix,"Tori Kelly, Lost Kings",0
Stay Awake (feat. VENIOR),"Tungevaag, Raaban, Venior",0
Ollaan Kaikki Pinkkejä Sisältä,Kuningas Pähkinä & Setä Tamu,0
Pannaan Suomi Kuntoon,Petri Nygård,0
Hehkuu,JVG,0
Hotter Than Hell,Dua Lipa,0
What About Me,Isac Elliot,3
Cool Girl,Tove Lo,0
Closer,"The Chainsmokers, Halsey",1
Mona Lisa,Nikke Ankara,0
Söpö,Hank Solo,4
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",4
In the Name of Love,"Martin Garrix, Bebe Rexha",0
Kosketa,Reino Nordin,4
Let Me Love You,"DJ Snake, Justin Bieber",1
Suomalainen Mies,Heikki Kuula,1
Trust Issues,Olivia O'Brien,3
All Good Everything,Cheek,1
Oispa Kaljaa,"Uniikki, STIG",0
Starving,"Hailee Steinfeld, Grey, Zedd",1
Plug,Kube,1
Tyttörukka (Vain elämää kausi 5),Hector,0
Africa,TOTO,3
#Nuorijavilli,Niko Saarinen,0
Dye My Hair,ALMA,0
Chillaa,Musta-Lista,4
Mercy,Shawn Mendes,0
Sä jätät jäljen,Paperi T,3
Hurts So Good,Astrid S,0
Elefantin paino,Ellinoora,3
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",1
Me ei olla enää me,SANNI,1
Sun Is Shining,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",1
My Way,Calvin Harris,0
Päästä mut pois,"Mikael Gabriel, Diandra",4
Something New,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",1
home (feat. johnny yukon),"gnash, Johnny Yukon",1
Together,"Martin Garrix, Matisse & Sadko",1
Sing Me to Sleep,Alan Walker,0
Make up Your Mind,"Martin Garrix, Florian Picasso",2
Move Your Body - Alan Walker Remix,"Sia, Alan Walker",0
Bed Of Lies,"Nicki Minaj, Skylar Grey",4
I Got the Keys (feat. Jay-Z & Future),"DJ Khaled, JAY-Z, Future",1
Stay a While - Radio Edit,Dimitri Vegas & Like Mike,1
Melody,"Dimitri Vegas & Like Mike, Steve Aoki, Ummet Ozcan",2
Another You - Radio Edit,"Armin van Buuren, Mr. Probz",0
LA LA LAND,"DVBBS, Shaun Frank, Delaney Jane",0
This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",1
m.A.A.d city,"Kendrick Lamar, MC Eiht",4
The One That Got Away - Acoustic,Katy Perry,3
Ainutlaatuinen,Johanna Kurkela,3
Love The Way You Lie (Part II),"Rihanna, Eminem",1
Nothing Like Us,Justin Bieber,3
Miracle,Cascada,1
S&M,Rihanna,1
Cheap Thrills,Sia,0
Like A G6,"Far East Movement, The Cataracs, DEV",4
Hair (feat. Sean Paul),"Little Mix, Sean Paul",1
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",1
Run the World (Girls),Beyoncé,1
Jai Ho! (You Are My Destiny),"A.R. Rahman, The Pussycat Dolls, Nicole Scherzinger",0
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",1
Telephone,"Lady Gaga, Beyoncé",0
Temperature,Sean Paul,0
Black Widow,"Iggy Azalea, Rita Ora",1
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",0
Alarm,Anne-Marie,4
Starships,Nicki Minaj,0
Danza Kuduro,"Don Omar, Lucenzo",1
Same Old Love,Selena Gomez,0
"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]","Major Lazer, Busy Signal, FS Green, The Flexican",0
Pour It Up,Rihanna,1
Try Me (feat. Jennifer Lopez and Matoma),"Jason Derulo, Jennifer Lopez, Matoma",1
Moves Like Jagger - Studio Recording From The Voice Performance,"Maroon 5, Christina Aguilera",0
Buttons,The Pussycat Dolls,4
Booty,"Jennifer Lopez, Iggy Azalea",1
Hollaback Girl,Gwen Stefani,0
Thrift Shop (feat. Wanz),"Macklemore, Ryan Lewis, Wanz",4
Alors On Danse,"Stromae, Kanye West",0
GDFR (feat. Sage the Gemini & Lookas),"Flo Rida, Sage The Gemini, Lookas",1
nan,", , , ",1
I Know You Want Me (Calle Ocho),Pitbull,1
Move Ya Body,"Nina Sky, Jabba",0
Come & Get It,Selena Gomez,0
In Da Club,50 Cent,4
Milkshake,Kelis,1
We Can't Stop,Miley Cyrus,0
Low (feat. T-Pain),"Flo Rida, T-Pain",0
Crank That (Soulja Boy),Soulja Boy,1
Applause,Lady Gaga,0
Wannabe,Spice Girls,1
Disturbia,Rihanna,0
Get Ur Freak On,Missy Elliott,4
Starboy,"The Weeknd, Daft Punk",4
Titanium (feat. Sia),"David Guetta, Sia",0
Dynamite,Taio Cruz,1
All About That Bass,Meghan Trainor,1
The Greatest,"Sia, Kendrick Lamar",4
No Scrubs,TLC,0
Call on Me - Ryan Riback Remix,"Starley, Ryan Riback",1
Party In The U.S.A.,Miley Cyrus,0
Work from Home,"Fifth Harmony, Ty Dolla $ign",1
Shout Out to My Ex,Little Mix,1
Say It (feat. Tove Lo),"Flume, Tove Lo",0
"Hold On, We're Going Home","Drake, Majid Jordan",0
Lose Control (feat. Ciara & Fat Man Scoop),"Missy Elliott, Ciara, Fatman Scoop",0
Time of Our Lives,"Pitbull, Ne-Yo",1
Lean On,"Major Lazer, MØ, DJ Snake",0
Light It Up (feat. Nyla & Fuse ODG) [Remix],"Major Lazer, Nyla, Fuse ODG",0
Paper Planes,M.I.A.,1
Royals,Lorde,3
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",0
Talking Body,Tove Lo,0
We Found Love (feat. Rihanna),"Calvin Harris, Rihanna",1
Elastic Heart,Sia,1
Hello,"Martin Solveig, Dragonette",1
Cake By The Ocean,DNCE,0
Get Lost,Icona Pop,1
Get Up (Rattle) - Vocal Edit,"Bingo Players, Far East Movement",1
Trap Queen,Fetty Wap,1
Roll the Bass,Major Lazer,0
Hey Ya! - Radio Mix / Club Mix,OutKast,1
Baby Got Back,Sir Mix-A-Lot,4
Sandstorm - Radio Edit,Darude,2
Tänään Lähtee,Elokuu,4
The Next Episode,"Dr. Dre, Snoop Dogg",0
Golden Light (feat. 6AM),"Madden, 6AM",0
Bonfire,"Felix Jaehn, ALMA",0
Riptide - FlicFlac Edit,"Vance Joy, FlicFlac",1
Karma,ALMA,0
Raise Your Glass,P!nk,1
Try,P!nk,1
Blow Me (One Last Kiss),P!nk,1
Sk8er Boi,Avril Lavigne,1
When You're Gone,Avril Lavigne,0
Here's to Never Growing Up,Avril Lavigne,1
What the Hell,Avril Lavigne,0
Smile,Avril Lavigne,0
The Best Damn Thing,Avril Lavigne,1
Adore You,Miley Cyrus,1
The Climb,Miley Cyrus,1
Who Owns My Heart,Miley Cyrus,0
Can't Be Tamed,Miley Cyrus,0
When I Look At You,Miley Cyrus,1
7 Things,Miley Cyrus,0
Body Say,Demi Lovato,0
Confident,Demi Lovato,1
Cool for the Summer,Demi Lovato,0
Heart Attack,Demi Lovato,1
Love You Like A Love Song,Selena Gomez & The Scene,0
Who Says,Selena Gomez & The Scene,1
Naturally,Selena Gomez & The Scene,0
My Dilemma 2.0,Selena Gomez & The Scene,0
Bang Bang Bang,Selena Gomez & The Scene,1
We Own The Night - Featuring Pixie Lott,"Selena Gomez & The Scene, Pixie Lott",1
Hit The Lights,Selena Gomez & The Scene,1
My Dilemma,Selena Gomez & The Scene,0
Dices (Who Says - Spanish Version),Selena Gomez & The Scene,1
Tell Me Something I Don't Know,Selena Gomez & The Scene,0
Round & Round,Selena Gomez & The Scene,1
Hands To Myself,Selena Gomez,0
The Heart Wants What It Wants,Selena Gomez,0
Lintu,Diandra,3
Price Tag,"Jessie J, B.o.B",1
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,3
Strong Ones (feat. Cimo Fränkel),"Armin van Buuren, Cimo Fränkel",1
The Right Song,"Tiësto, Oliver Heldens, Natalie La Rose",1
The Only Way Is Up,"Martin Garrix, Tiësto",2
Wasted,"Tiësto, Matthew Koma",1
Run Wild - Original Mix,"Hardwell, Jake Reese",0
Young Again (feat. Chris Jones),"Hardwell, Chris Jones",1
Everybody Is in the Place - Radio Edit,Hardwell,1
Dare You (feat. Matthew Koma) - Radio Edit,"Hardwell, Matthew Koma",1
Apollo (feat. Amba Shepherd) - Radio Edit,"Hardwell, Amba Shepherd",0
Dream Bigger - Radio Edit,Axwell /\ Ingrosso,1
On My Way,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",1
Barricade - Radio Edit,Axwell,1
Louder - Radio Edit,"Dimitri Vegas & Like Mike, VINAI",1
Louder - Extended Mix,"Dimitri Vegas & Like Mike, VINAI",1
Project T - Martin Garrix Edit,"Dimitri Vegas & Like Mike, Sander van Doorn",2
Proxy,Martin Garrix,2
How You Remind Me,Nickelback,1
Lullaby,Nickelback,1
Bring Me To Life,Evanescence,0
Skinny Love,Birdy,3
Breathe Me,Sia,2
If I Die Young,The Band Perry,3
My Immortal,Evanescence,3
Lost It All,Black Veil Brides,3
Chasing Cars,Snow Patrol,1
Monster (DotEXE Remix),Meg & Dia,0
AnyTime,Don Diablo,0
Gravity - Radio Edit,"Andero & Nectum, Ian Everson",1
Warrior - Radio Edit,"Juliette Claire, Yetmir",1
Karjala takaisin (feat. Freeman),"JVG, Freeman",0
Coco Jamboo - Radio Version,Mr. President,0
Nää yöt ei anna armoo (feat. Cheek),"Kaija Koo, Cheek",0
Tuesday (feat. Danelle Sandoval),"Burak Yeter, Danelle Sandoval",0
Beautiful,"Akon, Colby O'Donis, Kardinal Offishall",0
Ei Filtterii,Evelina,0
Blue (Da Ba Dee) - Sound of Legend Edit,Sound Of Legend,0
Sex (With My Ex) - Radio Edit,Mon DJ,0
Captain Jack - Short Mix,Captain Jack,0
Ikuinen Virta,Indica,1
Panisin,Duo,1
Lämpöö,"Brädi, Redrama",1
Party (Papiidipaadi) (feat. Nikke Ankara),"Antti Tuisku, Nikke Ankara",0
Peto on irti,Antti Tuisku,0
Sata salamaa (Vain elämää kausi 4),Antti Tuisku,1
Ryyppy,STIG,2
Huomisen Huolia,"Spekti, Tasis",0
Levikset repee (feat. VilleGalle),"Sini Sabotage, VilleGalle",1
The Fox (What Does the Fox Say?),Ylvis,1
Dance (A$$) Remix,"Big Sean, Nicki Minaj",4
Big Bang (2015 Life In Color Anthem) - Radio Edit,"Borgeous, SOLANO",2
Whatever You Like,T.I.,0
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,1
Burn,"KSHMR, DallasK",2
Live Your Life - feat. Rihanna,"T.I., Rihanna",0
Big Bang - Bass Modulators Radio Edit,"twoloud, Bass Modulators",2
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",4
Hookah,Qulinez,2
The Moment (Novell),Nicky Romero,0
Ms. New Booty,"Bubba Sparxxx, Ying Yang Twins, Mr. Collipark",4
All We Know,"The Chainsmokers, Phoebe Ryan",1
Monopoly,"Mokita, CADE",1
Kiinni Jäit,"Jontte Valosaari, Mikael Gabriel",0
Tg 2016,"The Moose, ODEE",0
Kuningatar,Kauniit & Uhkarohkeat,0
Pokka,Irina,0
Oothan tässä vielä huomenna,Johanna Kurkela,3
Bandida,"VG+, Seksikäs-Suklaa",0
Boombidibyebye,"Keko Salata, Ivone Cerdan",1
Justin (feat. Daniel Okas),"Tuuli, Daniel Okas",1
Paparazzi,Lady Gaga,0
And We Danced (feat. Ziggy Stardust),Macklemore,1
The One That Got Away,"Katy Perry, B.o.B",1
I Think I'm In Love,Kat Dahlia,1
Grenade - Acoustic,Bruno Mars,3
Paljon onnea vaan,Tuuli,0
Poikii On,Ella Lymi,3
Elän sut uudestaan,PistePiste,1
Somebody That I Used To Know,"Gotye, Kimbra",3
SUSHI,"Evelina, JVG",1
Mitä mä teen (feat. JVG),"Pete Parkkonen, JVG",1
Muistikuvien Vanki,"Mäkki, Keko Salata",1
Pisamat,Nikke Ankara,1
Broccoli (feat. Lil Yachty),"Shelley FKA DRAM, Lil Yachty",4
Don't Cha,"The Pussycat Dolls, Busta Rhymes",1
Right Now (Na Na Na),Akon,0
Sexy Bitch (feat. Akon),"David Guetta, Akon",0
Black and Yellow,Wiz Khalifa,0
Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Club Mix,"DJ Antoine, Akon",1
Break Free,"Ariana Grande, Zedd",0
Bitches N Marijuana (feat. ScHoolboy Q),"Chris Brown, Tyga, ScHoolboy Q",4
Join Me - Razorblade Mix,HIM,0
Girl On Fire,Alicia Keys,1
Move Your Body,Eiffel 65,1
Bad Boy - Radio Edit,Cascada,0
Freestyler,Bomfunk MC's,0
Boulevard of Broken Dreams,Green Day,1
Secrets,OneRepublic,1
Girl Gone Wild,Madonna,0
Give Me All Your Luvin',"Madonna, Nicki Minaj, M.I.A.",1
La La La,LMFAO,0
Beez In The Trap,"Nicki Minaj, 2 Chainz",4
Dressin' Up,Katy Perry,1
LaserLight,"Jessie J, David Guetta",1
Rakkaudesta laulu,Maisa,1
Radioactive,Rita Ora,0
Finally Found You,"Enrique Iglesias, Sammy Adams",1
Miracle,Hurts,0
B-e-a-utiful,Megan Nicole,1
"Driving Around (feat. Pitbull, David Rush & Vein)","Mr. 305, Pitbull, David Rush, Vein",1
Ode to the Bouncer,Studio Killers,1
Jenny,Studio Killers,1
Live It Up,"Jennifer Lopez, Pitbull",1
Wild,"Jessie J, Big Sean",0
Popular Song,"MIKA, Ariana Grande",1
How Ya Doin'? (feat. Missy Elliott),"Little Mix, Missy Elliott",4
High School,"Nicki Minaj, Lil Wayne",4
Dancing With Tears In My Eyes,Kesha,1
Sunshine,Matisyahu,1
DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",0
American Girl,Bonnie McKee,0
Saturnus,"Brädi, Illi",1
Eat Sleep Rave Repeat (feat. Beardyman) - Dimitri Vegas & Like Mike vs. Ummet Ozcan Tomorrowland Radio Edit,"Fatboy Slim, Riva Starr, Beardyman",1
Castle on the Hill,Ed Sheeran,1
Loistat Pimeäs,Mikael Gabriel,0
Shape of You,Ed Sheeran,0
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"Vice, Skizzy Mars, Jasmine Thompson",1
Believer,"Major Lazer, Showtek",0
Mixet Tahdo,"Mäkki, Pyhimys",1
Hear Me Now,"Alok, Bruno Martini, Zeeba",3
Paris,The Chainsmokers,1
Vidorra,Tungevaag,0
Springfield,"Tungevaag, ItaloBrothers",0
Habits (Stay High) - Oliver Nelson Remix,"Tove Lo, Oliver Nelson",0
Your Love Is My Drug,Kesha,1
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Nicki Minaj, Flo Rida",1
Whatcha Say,Jason Derulo,1
What Makes You Beautiful,One Direction,1
Viimeinen,Nylon Beat,1
Tytöt Tykkää,Tea,0
The Sweet Escape,"Gwen Stefani, Akon",1
Sugar (feat. Wynter),"Flo Rida, Wynter Gordon",1
Snap Yo Fingers,"Youngbloodz, Sean Paul, E-40, Lil Jon",0
Smooth Criminal - 2012 Remaster,Michael Jackson,2
SexyBack,"Justin Timberlake, Timbaland",0
Rusketusraidat,PMMP,0
Salaisuudet,Tuuli,1
Rakkauden haudalla,Jonna Tervomaa,3
Rehab,Amy Winehouse,1
Puuttuva palanen,"Robin, Brädi",0
Pomppufiilis,Munamies,1
Poika (saunoo),Poju,0
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",0
Piece of Me,Britney Spears,4
Paper Planes,M.I.A.,1
One Time,Justin Bieber,0
Paparazzi,Lady Gaga,0
Normipäivä (feat. Hank Solo),"Aste, Hank Solo",0
New Way Home,Isac Elliot,0
Märkää,Petri Nygård,1
Mikä boogie,Fintelligens,0
Mercy,Duffy,1
Matkalaulu,PMMP,1
Lämpöö,"Brädi, Redrama",1
Kiss Me Thru The Phone,"Soulja Boy, Sammie",1
Lanit (Masa & Teurastaja) - Bonus,Justimus,4
Juuret,Antti Tuisku,0
Jos mä oisin sä,Cheek,0
Jossu - feat. Jukka poika,"Cheek, Jukka Poika",1
Ihmisten edessä,Jenni Vartiainen,0
Heilutaan,Tiktak,1
Girls Just Want to Have Fun,Cyndi Lauper,1
Frontside Ollie,Robin,1
Fire Burning,Sean Kingston,1
Candy Shop,"50 Cent, Olivia",4
Barbie Girl,Aqua,0
Are You Ready,ABREU,0
American Idiot,Green Day,1
