song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Skyscraper,Demi Lovato,0.582,0.605,7,-3.264,1,0.0321,0.12,0.0,0.129,0.161,103.885
Breathe Me,Sia,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012
Viimeisen kerran,"Mikael Gabriel, Diandra",0.523,0.713,6,-4.312,0,0.0876,0.436,0.0,0.106,0.35,158.047
Young And Beautiful,Lana Del Rey,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-06,0.108,0.159,114.553
Sun särkyä anna mä en,Johanna Kurkela,0.406,0.482,4,-7.986,1,0.0267,0.118,0.000255,0.127,0.195,77.932
Invisible,Skylar Grey,0.641,0.891,3,-3.966,1,0.0374,0.0089,2.87e-06,0.116,0.583,92.699
Skinny Love,Birdy,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
Turning Tables,Adele,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542
Next to Me,Otto Knows,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06
You,Galantis,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972
Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
Take Ü There (feat. Kiesza),"Jack Ü, Skrillex, Diplo, Kiesza",0.542,0.879,6,-1.427,0,0.0921,0.0523,0.0,0.171,0.118,159.888
Stole the Show,"Kygo, Parson James",0.679,0.662,8,-6.069,0,0.174,0.155,0.0,0.152,0.438,99.879
Need You Right Now (feat. Mike Tompkins),"Bethany Mota, Mike Tompkins",0.66,0.586,11,-4.648,1,0.0356,0.0623,0.0,0.515,0.653,139.99
Old Thing Back (feat. Ja Rule and Ralph Tresvant),"Matoma, The Notorious B.I.G., Ja Rule, Ralph Tresvant",0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033
I'm Gonna Show You Crazy,Bebe Rexha,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103
Samsara 2015,"Tungevaag, Emila",0.52,0.641,11,-6.463,0,0.0322,0.00429,0.000895,0.132,0.6,127.946
Firestone,"Kygo, Conrad Sewell",0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055
Freedom,"Afrojack, D-wayne, Jack McManus",0.621,0.838,5,-5.28,1,0.0342,0.0942,0.076,0.176,0.186,128.015
Born to Make You Happy,Britney Spears,0.636,0.936,7,-4.01,1,0.047,0.118,0.00044,0.0645,0.686,84.135
Judas,Lady Gaga,0.661,0.936,10,-3.832,0,0.0744,0.000959,1.45e-05,0.36,0.558,130.998
Alejandro,Lady Gaga,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992
LoveGame,Lady Gaga,0.894,0.678,6,-5.611,0,0.0524,0.00568,2.15e-06,0.305,0.843,105.026
Starstruck,"Lady Gaga, Space Cowboy, Flo Rida",0.876,0.633,8,-5.938,0,0.14,0.0237,0.0,0.051,0.519,103.006
This Is How We Do,Katy Perry,0.685,0.638,9,-6.075,0,0.0473,0.0224,0.0,0.0833,0.81,96.028
Dark Horse,"Katy Perry, Juicy J",0.644,0.581,6,-6.144,1,0.0513,0.00408,0.0,0.145,0.342,131.907
Teenage Dream,Katy Perry,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999
Part Of Me,Katy Perry,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028
Wide Awake,Katy Perry,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814
Dark Side,Kelly Clarkson,0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969
Smile,Avril Lavigne,0.63,0.851,1,-3.845,0,0.0479,0.00259,2.22e-06,0.0721,0.65,105.042
Hot,Avril Lavigne,0.6,0.938,8,-3.806,1,0.0821,0.0173,0.0,0.355,0.469,144.953
F**kin' Perfect,P!nk,0.563,0.671,7,-4.788,1,0.0372,0.0422,0.0,0.36,0.45,91.965
Cheers (Drink To That),Rihanna,0.572,0.913,9,-3.626,1,0.0425,0.018,0.0,0.293,0.724,79.986
ROCKSTAR 101,"Rihanna, Slash",0.343,0.65,1,-4.624,1,0.0909,0.0299,0.0,0.646,0.315,170.697
Russian Roulette,Rihanna,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051
Best Thing I Never Had,Beyoncé,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259
Baby Don't Lie,Gwen Stefani,0.688,0.555,10,-5.418,0,0.0323,0.0114,0.315,0.102,0.27,99.973
Automatic,Nicki Minaj,0.731,0.765,5,-4.337,1,0.0512,0.102,0.0749,0.138,0.638,127.992
Who Says,Selena Gomez & The Scene,0.678,0.933,6,-2.937,0,0.053,0.0742,0.0,0.157,0.787,101.009
Remember December,Demi Lovato,0.467,0.845,1,-6.131,1,0.0785,0.00122,0.0,0.112,0.651,179.949
Who Owns My Heart,Miley Cyrus,0.567,0.83,9,-4.903,0,0.118,0.0177,0.0,0.0863,0.41,135.877
Better Than I Know Myself,Adam Lambert,0.484,0.812,10,-4.743,1,0.138,0.0322,0.0,0.18,0.308,109.452
Love Me,Justin Bieber,0.729,0.868,3,-3.319,1,0.0609,0.00939,0.0,0.283,0.632,124.957
Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",0.61,0.906,0,-2.117,1,0.0647,0.00416,0.0,0.758,0.294,127.917
Me And My Broken Heart,Rixton,0.545,0.775,5,-4.325,0,0.0349,0.00636,0.0,0.192,0.516,174.086
Magic,Coldplay,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457
The Way,"Ariana Grande, Mac Miller",0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324
If We Ever Meet Again,"Timbaland, Katy Perry",0.645,0.606,8,-7.157,1,0.0301,0.00796,0.0,0.0751,0.369,126.008
Save The World - Extended Mix,Swedish House Mafia,0.654,0.734,0,-6.216,1,0.112,0.00314,0.000249,0.0802,0.241,126.995
This Is What You Came For (feat. Rihanna),"Calvin Harris, Rihanna",0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008
Die Young,Kesha,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
Airplanes (feat. Hayley Williams),"B.o.B, Hayley Williams",0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033
Animals,Maroon 5,0.459,0.741,4,-6.43,0,0.0495,0.000189,0.0,0.481,0.344,189.879
Hangover,"Taio Cruz, Flo Rida",0.599,0.885,3,-3.232,1,0.0463,0.00892,0.0,0.0699,0.576,128.048
Demons,Imagine Dragons,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561
Replay,Iyaz,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
Wild Ones (feat. Sia),"Flo Rida, Sia",0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075
Payphone,"Maroon 5, Wiz Khalifa",0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015
Am I Wrong,Nico & Vinz,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, Afrojack, Nayer",0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023
Summer,Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
TiK ToK,Kesha,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032
Good Feeling,Flo Rida,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011
One More Night,Maroon 5,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997
Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899
All I Wanna Do,Martin Jensen,0.728,0.794,1,-3.992,1,0.0635,0.148,0.0,0.0688,0.523,112.071
Kill Em With Kindness,Selena Gomez,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012
Make Me... (feat. G-Eazy) (feat. G-Eazy),"Britney Spears, G-Eazy",0.697,0.7,7,-6.651,0,0.0985,0.157,0.0,0.217,0.577,123.013
Right Round,Flo Rida,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986
Please Don't Leave Me,P!nk,0.59,0.845,6,-4.49,1,0.0383,0.0112,0.0,0.341,0.769,138.026
Misery,Maroon 5,0.708,0.806,4,-4.819,0,0.0452,0.000262,0.0,0.213,0.704,102.974
Unconditionally,Katy Perry,0.337,0.729,7,-4.809,1,0.0458,0.0037,0.0,0.21,0.355,128.861
I Wanna Go,Britney Spears,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002
Hold It Against Me,Britney Spears,0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973
Criminal,Britney Spears,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987
Radar,Britney Spears,0.648,0.664,4,-6.617,0,0.164,0.25,1.18e-06,0.33,0.484,127.917
Only Girl (In The World),Rihanna,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906
What's My Name?,"Rihanna, Drake",0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025
Snadi,Roope Salminen & Koirat,0.705,0.783,6,-6.127,0,0.0459,0.116,0.0,0.322,0.902,113.024
Terassilta lentoon (feat. Mäkki),"HesaÄijä, Mäkki",0.795,0.8,9,-5.599,0,0.198,0.0261,0.0,0.167,0.917,128.052
#SELFIE,The Chainsmokers,0.808,0.915,0,-3.277,1,0.233,0.0136,9.03e-06,0.0788,0.647,127.984
Red Lights,Tiësto,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989
Paradise,Coldplay,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
Can't Believe It (feat. Pitbull),"Flo Rida, Pitbull",0.747,0.83,9,-5.426,1,0.0899,0.0214,0.00024,0.0639,0.64,123.988
Ladykiller,Maroon 5,0.818,0.607,0,-6.927,1,0.0425,0.00974,0.000194,0.154,0.784,115.054
Slow Down,Selena Gomez,0.717,0.835,1,-3.823,0,0.176,0.0748,0.0,0.629,0.656,127.923
Burn,Ellie Goulding,0.309,0.775,1,-4.915,1,0.0546,0.258,0.0,0.102,0.279,84.731
Wicked Wonderland,Tungevaag,0.699,0.812,6,-5.772,0,0.135,0.00461,0.0161,0.397,0.749,127.916
Until The End - Monday 2 Friday Radio Edit,Master Blaster,0.534,0.991,8,-4.594,1,0.0462,0.00352,0.545,0.86,0.734,141.973
Juomalaulu,"Spekti, Tasis",0.733,0.913,9,-3.981,0,0.22,0.0111,0.0,0.0501,0.641,105.016
Cream - Radio Edit,"Tujamo, Danny Avila",0.703,0.997,5,-2.48,1,0.0442,0.0132,0.769,0.0775,0.49,127.991
I Found Your Heart,"DubVision, Emeni",0.636,0.821,2,-3.654,1,0.0906,0.221,1.82e-05,0.0972,0.401,127.076
Pegasus,Protoculture,0.464,0.98,10,-6.399,0,0.0444,0.00185,0.954,0.23,0.46,127.999
Unicorn Zombie Apocalypse - Original Mix,"Borgore, Sikdope",0.677,0.885,1,-2.946,1,0.0658,0.00425,0.861,0.052,0.186,128.037
Wildfire - Radio Edit,Borgeous,0.547,0.746,6,-4.457,0,0.0406,0.0111,0.000249,0.0587,0.111,127.988
Welcome to the Dancefloor - Video Edit,ItaloBrothers,0.563,0.963,6,-3.55,0,0.0403,0.00154,0.0,0.0735,0.492,127.934
Stamp on the Ground - Radio Edit,ItaloBrothers,0.635,0.828,11,-7.575,0,0.0592,0.204,0.00924,0.116,0.276,149.953
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",0.673,0.79,7,-4.663,0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013
Hanat Auki,"Lord Est, Spekti",0.912,0.806,7,-2.769,1,0.0468,0.194,0.0,0.14,0.96,114.006
Madafakin darra (feat. Ida Paul),"Roope Salminen & Koirat, Ida Paul",0.659,0.893,11,-4.688,0,0.174,0.00199,0.0,0.021,0.92,159.964
Macho Fantastico,"Spekti, Tasis",0.723,0.818,11,-4.588,0,0.0705,0.0802,0.0,0.0727,0.58,95.004
I'm an Albatraoz,AronChupa,0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078
Bad (feat. Vassy) - Radio Edit,"David Guetta, Showtek, VASSY",0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966
Wasted,"Tiësto, Matthew Koma",0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966
Rahaa palaa feat. Uniikki,Kristal,0.825,0.548,5,-6.091,0,0.0789,0.187,0.0,0.0692,0.47,110.049
Levels - Radio Edit,Avicii,0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035
This Is Nightlife - Video Edit,ItaloBrothers,0.642,0.784,11,-5.286,0,0.032,0.0271,3.03e-05,0.308,0.877,128.004
"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
How We Party,"R3HAB, VINAI",0.652,0.99,11,-1.887,1,0.111,0.000744,0.328,0.0626,0.207,127.971
Party All Night (Sleep All Day),Sean Kingston,0.582,0.844,0,-5.528,0,0.0709,0.000613,0.0,0.53,0.791,123.992
Nallipyssy (Weekend Festival 2014 Anthem),"Heavyweight, Spekti",0.37,0.957,9,-3.99,1,0.131,0.00108,0.00019,0.141,0.0589,96.003
Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Radio Edit,"DJ Antoine, Akon, CALVO",0.77,0.823,1,-3.713,1,0.038,0.224,2.71e-05,0.0912,0.58,125.975
Happy Little Pill,Troye Sivan,0.567,0.593,4,-7.127,0,0.0375,0.000848,2.09e-06,0.114,0.0398,91.703
Controlla,Drake,0.607,0.476,10,-11.076,0,0.249,0.0773,0.0,0.113,0.347,122.976
I Need A Doctor,"Dr. Dre, Eminem, Skylar Grey",0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826
Say Something,"A Great Big World, Christina Aguilera",0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905
On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",0.765,0.68,11,-6.306,1,0.0932,0.0953,0.0009,0.138,0.462,129.998
Boom Boom Pow,Black Eyed Peas,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048
Drive By,Train,0.759,0.849,1,-3.198,0,0.0317,0.000983,1.51e-05,0.0864,0.73,122.033
Temperature,Sean Paul,0.951,0.597,0,-4.651,0,0.0669,0.104,0.0,0.0718,0.819,125.024
SOS,Rihanna,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046
U + Ur Hand,P!nk,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04
Sober,P!nk,0.61,0.796,6,-4.907,1,0.0305,0.0698,0.0,0.182,0.413,90.931
Say It Right - Main,Nelly Furtado,0.868,0.871,1,-6.179,1,0.136,0.0478,0.000633,0.0481,0.838,116.944
Maneater,Nelly Furtado,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
All Good Things (Come To An End),Nelly Furtado,0.661,0.649,9,-7.668,0,0.0342,0.245,1.22e-05,0.11,0.388,100.893
4 Minutes (feat. Justin Timberlake and Timbaland),"Madonna, Justin Timberlake, Timbaland",0.705,0.911,2,-4.873,1,0.0717,0.00592,0.00154,0.0603,0.803,113.032
So Yesterday,Hilary Duff,0.552,0.803,0,-3.81,1,0.0611,0.234,0.0,0.308,0.784,78.196
The Sweet Escape,"Gwen Stefani, Akon",0.753,0.771,1,-3.522,1,0.0339,0.198,0.0,0.189,0.711,119.97
Candy Shop,"50 Cent, Olivia",0.581,0.569,7,-7.978,1,0.43,0.0248,4.94e-05,0.373,0.726,97.927
Whataya Want from Me,Adam Lambert,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948
For Your Entertainment,Adam Lambert,0.654,0.872,1,-3.824,1,0.11,0.0411,0.0,0.0808,0.612,130.023
Like a Prayer,Madonna,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037
Celebration,Madonna,0.637,0.891,11,-4.139,0,0.0345,0.0742,0.000622,0.0686,0.933,126.002
The Way I Are,"Timbaland, Keri Hilson, D.O.E.",0.73,0.807,3,-6.475,0,0.114,0.179,0.718,0.28,0.727,114.715
Bad Romance,Lady Gaga,0.694,0.924,0,-3.764,1,0.0405,0.00309,3.89e-05,0.121,0.72,118.988
The Monster,"Eminem, Rihanna",0.785,0.859,9,-3.673,1,0.0775,0.0547,0.0,0.0631,0.603,110.012
Scream & Shout,"will.i.am, Britney Spears",0.79,0.616,0,-7.443,1,0.0596,0.0589,6.55e-05,0.171,0.473,130.009
Do What U Want,"Lady Gaga, R. Kelly",0.785,0.815,9,-4.374,1,0.0653,0.309,7.25e-06,0.0999,0.556,97.529
Euphoria - Single Version,Loreen,0.562,0.783,11,-4.727,0,0.0428,0.135,1.44e-05,0.282,0.391,132.06
Glad You Came,The Wanted,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937
Yee - Original Mix,Deorro,0.732,0.989,5,-4.172,0,0.0483,0.102,0.748,0.0551,0.684,127.984
The Bell - Radio Mix,Dirty Disco Youth,0.612,0.974,7,-2.851,0,0.0412,2.21e-05,0.948,0.372,0.278,128.011
Boneless,"Steve Aoki, Chris Lake, Tujamo",0.743,0.962,11,-3.205,0,0.0629,0.00445,0.613,0.352,0.643,127.99
Call Me A Spaceman - Radio Edit,"Hardwell, Mitch Crown",0.581,0.877,3,-3.595,0,0.0486,0.0172,0.0,0.248,0.35,127.952
Lights - Single Version,Ellie Goulding,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120.013
Work Bitch,Britney Spears,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118
Beautiful Day,U2,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258
Pakastin,Mäkki,0.886,0.74,7,-5.745,0,0.223,0.17,0.0,0.229,0.81,126.029
Desibelii (feat. Sharon),"ILARI, Sharon",0.813,0.818,10,-3.932,0,0.0671,0.0541,0.0,0.349,0.489,110.019
Bae,Heikki Kuula,0.849,0.903,0,-2.946,1,0.0666,0.185,0.0,0.0825,0.915,120.031
Do You Wanna Fuck,Byz,0.776,0.677,2,-5.342,0,0.0567,0.153,0.0,0.0842,0.75,93.011
Mahtuuko kyytiin?,Gasellit,0.708,0.651,5,-5.161,1,0.135,0.0639,3.24e-05,0.175,0.848,151.959
Isol kirkol,TIPPA,0.733,0.648,5,-5.78,0,0.0941,0.00222,0.0,0.211,0.761,143.025
Can't Feel My Face - Martin Garrix Remix,"The Weeknd, Martin Garrix",0.607,0.707,9,-5.509,0,0.106,0.00842,1.71e-05,0.348,0.117,128.014
Divine Sorrow,"Wyclef Jean, Avicii",0.546,0.606,0,-4.158,1,0.041,0.0255,0.0,0.1,0.413,129.996
We Are Forever - feat. Jonny Rose,Jeremy Folderol,0.398,0.878,0,-4.732,0,0.0732,0.00085,4.87e-06,0.719,0.141,129.901
Apollo - Radio Edit,"Hardwell, Amba Shepherd",0.56,0.742,9,-6.122,1,0.0666,0.015,0.0134,0.639,0.275,128.06
Faith - Radio Edit,Blasterjaxx,0.671,0.689,2,-6.613,1,0.044,0.00639,0.00291,0.212,0.641,128.001
Take Me Higher (R3hab Remix),Nytrix,0.671,0.888,2,-4.771,1,0.0836,0.0336,0.000751,0.0828,0.105,128.01
Famous,Kanye West,0.477,0.749,6,-3.662,1,0.101,0.0639,0.0,0.115,0.403,173.883
Lionheart (feat. The Royalties STHLM) - Jenaux Radio Edit,"Marcus Schössow, The Royalties STHLM",0.474,0.896,9,-3.671,0,0.0476,0.00655,0.0,0.379,0.177,125.998
Ah Yeah So What - Radio Edit,"Will Sparks, Wiley, Elen Levon",0.678,0.959,0,-3.906,1,0.157,0.0661,0.652,0.18,0.664,127.978
Angel,"DVBBS, Dante Leon",0.512,0.85,7,-4.956,0,0.0329,0.0247,0.0,0.334,0.331,128.031
Body Talk (feat. Julian Perretta) - Radio Edit,"Dimitri Vegas & Like Mike, Moguai",0.561,0.922,7,-4.748,1,0.295,0.00263,1.87e-05,0.506,0.634,127.999
Bonfire,Knife Party,0.536,0.944,1,-3.029,1,0.0867,0.000117,0.00345,0.353,0.589,174.031
Bouncybob (feat. Justin Mylo & Mesto),"Martin Garrix, Justin Mylo, Mesto",0.73,0.896,9,-7.863,0,0.0692,0.000727,0.806,0.13,0.331,128.012
Break Through The Silence - Original Mix,"Martin Garrix, Matisse & Sadko",0.574,0.959,9,-5.529,1,0.0634,0.00327,0.0235,0.0691,0.206,128.012
Can't Go Home (feat. Adam Lambert) - Radio Edit,"Steve Aoki, Felix Jaehn, Adam Lambert",0.662,0.797,0,-5.209,1,0.0951,0.0182,2.26e-05,0.279,0.673,123.947
Flashlight - Original Edit,"R3HAB, Deorro",0.671,0.947,10,-3.638,1,0.046,0.0304,0.632,0.304,0.393,128.03
Helicopter - Original Edit,"Martin Garrix, Firebeatz",0.601,0.962,3,-4.52,1,0.0427,0.00984,0.291,0.0977,0.0749,128.055
Higher Place (feat. Ne-Yo),"Dimitri Vegas & Like Mike, Ne-Yo",0.71,0.614,7,-6.253,1,0.0743,0.246,4.14e-05,0.151,0.557,124.932
Letting Go - Radio Version,"Da Tweekaz, Elke Diels",0.47,0.915,5,-3.594,0,0.0408,0.0685,5.22e-05,0.2,0.244,149.951
Xception - Original Mix,"Starkillers, DJ BL3ND",0.688,0.943,1,-2.87,1,0.135,0.00187,0.848,0.0713,0.627,132.001
Pyramids - Radio Mix,"DVBBS, Dropgun, Sanjin",0.602,0.965,10,-0.959,1,0.074,0.000269,0.00202,0.0859,0.215,128.14
This Is Dirty - Original Mix,"DVBBS, MOTi",0.456,0.905,7,-1.405,0,0.0737,0.000263,0.899,0.0954,0.084,128.078
Raveheart - Original Mix,DVBBS,0.5,0.986,10,-2.197,1,0.322,0.00106,0.000115,0.283,0.24,127.972
White Clouds - MOGUAI Remix,"DVBBS, Moguai",0.629,0.687,9,-5.14,0,0.0583,0.00282,3.86e-05,0.136,0.326,126.018
Voodoo - Original Mix,"DVBBS, Jay Hardway",0.652,0.822,3,-4.579,0,0.0415,0.00185,0.103,0.0635,0.101,127.996
We Were Young - Original Mix,DVBBS,0.467,0.901,0,-4.397,1,0.101,0.00779,0.0254,0.0608,0.0552,127.952
Tsunami (Jump) - Radio Edit,"DVBBS, Borgeous, Tinie Tempah",0.699,0.982,11,-1.115,0,0.141,0.0417,0.000338,0.0849,0.383,127.958
Raveology - Original Edit,"DVBBS, VINAI",0.648,0.978,9,-3.161,1,0.0898,0.0087,0.835,0.13,0.582,127.981
Moment 4 Life,"Nicki Minaj, Drake",0.651,0.888,11,-3.821,1,0.295,0.375,0.0,0.299,0.371,97.946
Fly,"Nicki Minaj, Rihanna",0.651,0.853,10,-4.751,1,0.0372,0.0146,9.22e-05,0.0971,0.21,119.884
Cold Water (feat. Justin Bieber & MØ),"Major Lazer, Justin Bieber, MØ",0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943
Break Your Heart,Taio Cruz,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01
U + Ur Hand,P!nk,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04
Africa - Radio Version,"BACALL, Malo",0.77,0.692,9,-5.594,1,0.0566,0.0127,0.000139,0.115,0.513,105.024
Spaceships,AREA21,0.441,0.766,6,-5.921,0,0.0533,0.0181,1.6e-06,0.509,0.52,150.054
Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,"Afrojack, Thirty Seconds To Mars",0.57,0.888,2,-3.172,1,0.044,0.0335,1.53e-06,0.048,0.211,128.025
Young Hearts (The Chainsmokers Remix),Strange Talk,0.679,0.838,1,-3.068,1,0.0722,0.0245,7.8e-05,0.201,0.337,126.945
Here Tonight,"Dash Berlin, Jay Cosmic, Collin McLoughlin",0.548,0.753,7,-2.371,0,0.044,0.141,0.0,0.368,0.345,127.965
Belong,"Axwell, Shapov",0.577,0.88,6,-2.916,1,0.0357,0.335,0.896,0.143,0.259,127.951
Generation Party - Hands Up Radio Edit,ItaloBrothers,0.638,0.796,4,-4.331,0,0.0406,0.039,0.0,0.0737,0.45,142.133
Back 2 U (feat. WALK THE MOON),"Steve Aoki, Boehm, WALK THE MOON",0.635,0.875,10,-6.221,1,0.0512,0.021,7.94e-06,0.139,0.545,126.034
Let Me Hold You (Turn Me On),"Dante Klein, Cheat Codes",0.68,0.774,1,-3.136,0,0.0697,0.101,0.0,0.113,0.331,102.949
Red Dress,MAGIC!,0.651,0.794,10,-4.458,1,0.0329,0.0913,0.0,0.249,0.792,135.974
Liar,Britney Spears,0.59,0.776,6,-5.272,0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946
Love Me Down,Britney Spears,0.657,0.645,2,-6.52,0,0.0603,0.00592,0.000199,0.236,0.658,91.988
Clumsy,Britney Spears,0.774,0.473,5,-7.07,0,0.131,0.0578,0.0,0.0888,0.362,103.884
Just Luv Me,Britney Spears,0.616,0.492,9,-9.79,0,0.0609,0.158,0.0071,0.139,0.361,91.997
Faijas (feat. Lucas),"Arttu Lindeman, Lucas",0.73,0.855,0,-3.547,1,0.0892,0.0563,0.0,0.151,0.767,98.007
Keep It Mello (feat. Omar LinX),"Omar LinX, Marshmello",0.686,0.888,1,-3.348,1,0.0857,0.00134,0.000689,0.0736,0.108,142.015
Tänään Lähdetään,Mandi,0.751,0.895,0,-6.597,1,0.0319,0.136,3.27e-05,0.336,0.865,138.177
Nahkatakkinen tyttö,Dingo,0.313,0.832,2,-5.532,1,0.0931,0.122,0.0,0.277,0.402,199.368
